1146591.064616819, q, 14.916656494140625, 0, 0, 0, 0
1146591.116094726, q, 14.966292381286621, 0, 0, 0, 0
1146591.16544865, q, 15.016912460327148, 0, 0, 0, 0
1146591.215800296, q, 15.067652702331543, 0, 0, 0, 0
1146591.266499384, q, 15.117912292480469, 0, 0, 0, 0
1146591.316487992, q, 15.16865348815918, 0, 0, 0, 0
1146591.36734787, q, 15.218940734863281, 0, 0, 0, 0
1146591.417406272, q, 15.269657135009766, 0, 0, 0, 0
1146591.468661083, q, 15.319941520690918, 0, 0, 0, 0
1146591.519026275, q, 15.370656967163086, 0, 0, 0, 0
1146591.569417914, q, 15.420296669006348, 0, 0, 0, 0
1146591.620876198, q, 15.470915794372559, 0, 0, 0, 0
1146591.670259413, q, 15.52165699005127, 0, 0, 0, 0
1146591.720866065, q, 15.571916580200195, 0, 0, 0, 0
1146591.770441436, q, 15.622660636901855, 0, 0, 0, 0
1146591.821944255, q, 15.672916412353516, 0, 0, 0, 0
1146591.873603917, q, 15.724245071411133, 0, 0, 0, 0
1146591.924639112, q, 15.774992942810059, 0, 0, 0, 0
1146591.974257687, q, 15.825740814208984, 0, 0, 0, 0
1146592.025642003, q, 15.875945091247559, 0, 0, 0, 0
1146592.076116558, q, 15.926056861877441, 0, 0, 0, 0
1146592.125422214, q, 15.976664543151855, 0, 0, 0, 0
1146592.176119321, q, 16.026920318603516, 0, 0, 0, 0
1146592.225399943, q, 16.077665328979492, 0, 0, 0, 0
1146592.276954691, q, 16.127920150756836, 0, 0, 0, 0
1146592.3265561, q, 16.178668975830078, 0, 0, 0, 0
1146592.377841181, q, 16.228919982910156, 0, 0, 0, 0
1146592.427555051, q, 16.279661178588867, 0, 0, 0, 0
1146592.479050843, q, 16.329919815063477, 0, 0, 0, 0
1146592.530437016, q, 16.381248474121094, 0, 0, 0, 0
1146592.580815874, q, 16.43192481994629, 0, 0, 0, 0
1146592.631111491, q, 16.482667922973633, 0, 0, 0, 0
1146592.682331132, q, 16.53292465209961, 0, 0, 0, 0
1146592.732484186, q, 16.583744049072266, 0, 0, 0, 0
1146592.782351954, q, 16.63392448425293, 0, 0, 0, 0
1146592.832764261, q, 16.684743881225586, 0, 0, 0, 0
1146592.883162944, q, 16.73492431640625, 0, 0, 0, 0
1146592.933596027, q, 16.78573989868164, 0, 0, 0, 0
1146592.985839332, q, 16.83597755432129, 0, 0, 0, 0
1146593.035162298, q, 16.88666534423828, 0, 0, 0, 0
1146593.086280991, q, 16.936256408691406, 0, 0, 0, 0
1146593.136170014, q, 16.986923217773438, 0, 0, 0, 0
1146593.185760726, q, 17.037668228149414, 0, 0, 0, 0
1146593.236151351, q, 17.087923049926758, 0, 0, 0, 0
1146593.286579091, q, 17.138668060302734, 0, 0, 0, 0
1146593.338148141, q, 17.18893051147461, 0, 0, 0, 0
1146593.388582571, q, 17.239744186401367, 0, 0, 0, 0
1146593.439021395, q, 17.28993034362793, 0, 0, 0, 0
1146593.488362832, q, 17.340667724609375, 0, 0, 0, 0
1146593.539813396, q, 17.39093017578125, 0, 0, 0, 0
1146593.590315604, q, 17.441675186157227, 0, 0, 0, 0
1146593.640766112, q, 17.49193000793457, 0, 0, 0, 0
1146593.691231204, q, 17.54267692565918, 0, 0, 0, 0
1146593.74203181, q, 17.59292984008789, 0, 0, 0, 0
1146593.792044881, q, 17.6436767578125, 0, 0, 0, 0
1146593.842465457, q, 17.693933486938477, 0, 0, 0, 0
1146593.892861087, q, 17.744672775268555, 0, 0, 0, 0
1146593.94324447, q, 17.794933319091797, 0, 0, 0, 0
1146593.993668705, q, 17.84566879272461, 0, 0, 0, 0
1146594.044119289, q, 17.895933151245117, 0, 0, 0, 0
1146594.094546608, q, 17.946672439575195, 0, 0, 0, 0
1146594.146035331, q, 17.996932983398438, 0, 0, 0, 0
1146594.195856857, q, 18.04767608642578, 0, 0, 0, 0
1146594.246236756, q, 18.097932815551758, 0, 0, 0, 0
1146594.296608392, q, 18.148681640625, 0, 0, 0, 0
1146594.348112646, q, 18.198932647705078, 0, 0, 0, 0
1146594.397439398, q, 18.24968147277832, 0, 0, 0, 0
1146594.449060443, q, 18.299938201904297, 0, 0, 0, 0
1146594.499465244, q, 18.35075569152832, 0, 0, 0, 0
1146594.549808086, q, 18.400938034057617, 0, 0, 0, 0
1146594.600190198, q, 18.451675415039062, 0, 0, 0, 0
1146594.651593, q, 18.501937866210938, 0, 0, 0, 0
1146594.700886812, q, 18.552675247192383, 0, 0, 0, 0
1146594.752379383, q, 18.602937698364258, 0, 0, 0, 0
1146594.802171259, q, 18.653682708740234, 0, 0, 0, 0
1146594.852587213, q, 18.703941345214844, 0, 0, 0, 0
1146594.903506814, q, 18.754682540893555, 0, 0, 0, 0
1146594.95369078, q, 18.804941177368164, 0, 0, 0, 0
1146595.003672831, q, 18.85568618774414, 0, 0, 0, 0
1146595.054689933, q, 18.905269622802734, 0, 0, 0, 0
1146595.105794135, q, 18.955989837646484, 0, 0, 0, 0
1146595.154588061, q, 19.006681442260742, 0, 0, 0, 0
1146595.20610411, q, 19.056941986083984, 0, 0, 0, 0
1146595.25550461, q, 19.107681274414062, 0, 0, 0, 0
1146595.306945675, q, 19.157941818237305, 0, 0, 0, 0
1146595.357367992, q, 19.20868492126465, 0, 0, 0, 0
1146595.408029282, q, 19.25894546508789, 0, 0, 0, 0
1146595.457370964, q, 19.309688568115234, 0, 0, 0, 0
1146595.508918846, q, 19.35994529724121, 0, 0, 0, 0
1146595.559273958, q, 19.410686492919922, 0, 0, 0, 0
1146595.609699168, q, 19.46094512939453, 0, 0, 0, 0
1146595.660072277, q, 19.511686325073242, 0, 0, 0, 0
1146595.710454072, q, 19.56194496154785, 0, 0, 0, 0
1146595.761895918, q, 19.612760543823242, 0, 0, 0, 0
1146595.811223974, q, 19.662944793701172, 0, 0, 0, 0
1146595.86266222, q, 19.713760375976562, 0, 0, 0, 0
1146595.914106803, q, 19.76396942138672, 0, 0, 0, 0
1146595.962451449, q, 19.81468963623047, 0, 0, 0, 0
1146596.013879349, q, 19.864948272705078, 0, 0, 0, 0
1146596.064262138, q, 19.915693283081055, 0, 0, 0, 0
1146596.114710412, q, 19.9659481048584, 0, 0, 0, 0
1146596.165124687, q, 20.01668930053711, 0, 0, 0, 0
